id,created_at,text,no_of_retweets,no_of_favorite
684079727800352768,2016-01-04 18:31:31,Good day ## https://t.co/BvyVZrLVf1,73,410
683713548120383488,2016-01-03 18:16:27,"For 8 years my fam hav come 2visit me in Cape Town, could eat anywhere but #kalkies in Kalk bay is their favorite 👍🏼 https://t.co/Ehr25awtNw",85,559
683615857092759556,2016-01-03 11:48:15,"RT @ExploreMikeHorn: Nothing worth doing, will be easy!",61,0
683421994289872896,2016-01-02 22:57:55,RT @GarethWhittaker: This Proteas team has an incredible culture. https://t.co/LzOErJLYGb,25,0
682898629540077569,2016-01-01 12:18:15,@kevinrademeyer @GreameSmith49 Good to catch up Bud! Enjoy the test,5,19
682898297170870272,2016-01-01 12:16:56,@Sport24news Thanx guys! Let's hope we start the year off with a bang! I'll def be there supporting,10,28
682862742617731073,2016-01-01 09:55:39,"Casually cruised into 2016 last night. Hope everyone had a radical evening, all the best for the… https://t.co/FU315WcCp7",38,228
682721961005453312,2016-01-01 00:36:14,@Uber_RSA You need to check this driver for verbally sexual harassment! Absolutely ridiculous!!!! https://t.co/p5bSA3WaTy,16,21
682614760605487104,2015-12-31 17:30:15,"Long streets gana be a buzz... 
Enjoy the celebrations everyone #newyearjol https://t.co/qH6aqtd1sE",32,172
682518708225466368,2015-12-31 11:08:35,"RT @ACTCricketStats: Most Wkts ODIs 2015:
41 @mstarc56 
37 @iamImranTahir 
36 Boult
32 @WahabViki 
31 Finn
30 @DaleSteyn62 
28 @mornemorkel…",81,0
682466989365923840,2015-12-31 07:43:04,RT @GraemeSmith49: Welcome to all @TheBarmyArmy and England fans to CT . Look forward to seeing you all @Vascotaverna for a catch up... Mak…,27,0
681513971241881600,2015-12-28 16:36:07,@Lombies22 Check that reflection of your gut! 😂😂😂 But I hear mirrors always add on 10pounds...,7,15
681139145150967808,2015-12-27 15:46:41,@DuaneViljoen Shoulder is seer pal... Waiting for da drugs (legal) to kick in! Haha,8,20
680995604915466240,2015-12-27 06:16:19,@darrensammy88 @HurricanesBBL @tdpaine36 @KumarSanga2 Merry Xmas boys!!! Sanga... That's a shocker bro!,25,62
680994921952706560,2015-12-27 06:13:36,TUNE!!!! 👊🏼 https://t.co/6ldXaDSBZV,32,205
680806944681144321,2015-12-26 17:46:39,@kellett_j 😂😂😂 ✌🏼️,9,16
680642821544513536,2015-12-26 06:54:29,Let's go! 👊🏼 https://t.co/lyvE6NNDLi,42,210
680640272565465088,2015-12-26 06:44:21,Boxing Day Test Match! Fok I'm excited!!!! Rain can kindly bugger off now pls,245,510
680387143710162944,2015-12-25 13:58:30,"Merry Xmas from the Proteas 🎄
#WeAllAteWayTooMuch zzZZ.... ✌🏼️ https://t.co/kdtybv7s5x",150,689
680313676700717056,2015-12-25 09:06:34,@grantelliottnz @robbie13flair @TLCinSA @santa @Rudy_T_Reindeer Haha! Merry Xmas Bud! Have a great one,7,23
680024702027366400,2015-12-24 13:58:17,"Throwback to this crazy day at Victoria Falls Zimbabawe. With Christmas a day away, be safe… https://t.co/KxvYNOZX6z",31,168
679956647154970624,2015-12-24 09:27:52,@paulwesch @SaraSampaio Haha! I'm a great influence on people ey... Hi sara 😉,8,12
679622378176032768,2015-12-23 11:19:36,RT @Uber_RSA: 10% off your Uber rides to &amp; from Protea matches this season! #UberforCricket #ProteaFire https://t.co/e9Sx8z8f6J https://t.c…,51,0
679324966895099904,2015-12-22 15:37:48,@dannicholl @markb46 Had to blur the face... But if u look very carefully... Haha just kidding bouch,7,13
679317160632721408,2015-12-22 15:06:46,When da vaalies come to Cape Town... #lekkerboet 😂😂😂 https://t.co/JN4CfyxToR,48,209
679233292923633664,2015-12-22 09:33:31,"My best girl 
#Sadi https://t.co/WgU36hN1xC",26,206
679021780242194432,2015-12-21 19:33:02,RT @CarlCardinelli: Holidays are like cake. Too much of it and you get fat.,56,0
679021741260304384,2015-12-21 19:32:53,@GarethWhittaker Didn't see that where we were sitting... #walkabout,7,11
678268907816374272,2015-12-19 17:41:23,"Shoppin 4 Xmas gifts. Dont think I'll even buy anything from this store but theres a fat sack, basically it's T.O! 😴 https://t.co/LO1OMiDmXs",49,335
678268087024660480,2015-12-19 17:38:08,RT @GraemeSmith49: Quote I love !  https://t.co/yJNIVB4oZm,109,0
678118321405865984,2015-12-19 07:43:01,How's this for a #NarcissismSat... 😎 Thanx to everyone grafting hard to get me fit and strong… https://t.co/wz0H34KceQ,36,190
678105519203229696,2015-12-19 06:52:09,@GarethWhittaker #lekkkkkkerrrrrr ✌🏼️,8,13
678046150189010944,2015-12-19 02:56:14,"4-15am wake up
5am call time

#kuk early 💀",27,212
677882666369155073,2015-12-18 16:06:36,"Fun little wave this afternoon, 1 foot nothing but rather that than sitting on my couch. Head… https://t.co/qc1UApujGy",26,133
677508183703728128,2015-12-17 15:18:33,The STOKE! Such a blast at the beach today! jo.leigh_pretorius proud of you! #daddydalecare… https://t.co/ujymt9MGs5,24,128
677474748834562052,2015-12-17 13:05:41,"Family waves with the girls. We have some future pros here people!!!! 🏄 
#daddydalecare… https://t.co/fNvM9Ox03F",22,148
677183982476197889,2015-12-16 17:50:17,Lekker braai at home. Where u at bretbargiacchi5 ???!!!! #braaivibes #lekkertimes https://t.co/pRjaaRRlja,19,99
677183332275228672,2015-12-16 17:47:42,Lekker braai at home. Where u at bretbargiacchi5 ???!!!! #braaivibes https://t.co/DQui4CDPdM,14,86
677152308422172673,2015-12-16 15:44:25,"Its my Dads bday today, so we havin a braai for u old man! Hope u having a #lekker day! @BrettSoulman @MarlonDuToit https://t.co/ZFfKeefeMK",51,357
676820660941955072,2015-12-15 17:46:34,"Rule number 3 from my sister.
: Feed the girls everyday

CHECK! https://t.co/FBcdgY1MqA",63,398
676762795719811076,2015-12-15 13:56:38,What a great day! Taught my nieces how to surf and they rocked it! #daddydalecare @ Muizenberg Beach https://t.co/6akP0kQvmo,40,204
676489059519365120,2015-12-14 19:48:55,@vdspuycb Pleasure meeting them! Hope u all enjoy the holidays!,7,12
676460395347881985,2015-12-14 17:55:00,So my sister has trusted me with these two for the week... Uncle Dale is gana have his hands… https://t.co/8AgjcYJdp3,37,239
676388246599966720,2015-12-14 13:08:19,RT @wearePhat: don't forget http://t.co/gONkB5yoQi,32569,0
676381393241415680,2015-12-14 12:41:05,@Impact_Index @OfficialCSA #lekker,7,12
676381339659169792,2015-12-14 12:40:52,"RT @Impact_Index: Dale #Steyn, the 4th-highest #impact pacer in Test cricket history. #ProteaFire #100HCF 

https://t.co/ULobhGTEcu https:/…",72,0
675972423435595776,2015-12-13 09:35:59,@CarloJonkerman KFC for the win! Haha,5,21
675972343471190016,2015-12-13 09:35:40,RT @CarloJonkerman: Twice I've met him. Late at night. @DaleSteyn62 has been a champion. Favourite cricketer. Favourite sportsman I've met.,9,0
675599611310948353,2015-12-12 08:54:34,"Tread squad on a sat! 
#lekker #runfok 
@sweat1000 @brettsoulman @groot_rooi derrynlester… https://t.co/iV6GQvMZxu",22,127
675289390025940992,2015-12-11 12:21:51,RT @BUCfitnessclub: @DaleSteyn62 you are a proper machine with the most insane work ethic. Expertly guided by @JohnoMeintjes #Legend https:…,21,0
675286277399306240,2015-12-11 12:09:29,"Home
Nap
Check my Xmas tree? 
#lekker https://t.co/PgrRjNfDqI",22,135
675253815029927936,2015-12-11 10:00:29,What's the weekend plans??? I believe the 7s is gana be pretty sik in Cape Town,34,184
674550725133881344,2015-12-09 11:26:40,@steven_baines @faf1307 @BrettSoulman Petrified mate 😉 https://t.co/it0cqjSOTW,45,67
674547495377195008,2015-12-09 11:13:50,Am I taking it too far guys...?  @faf1307 @BrettSoulman #gym #fokyouskinfolds https://t.co/4KEQ7CuUuB,55,289
673911107422130176,2015-12-07 17:05:03,RT @CapeTown7s: The World is Coming for Cape Town. Proteas fast bowler @DaleSteyn62 is ready to #BringTheHeat @OfficialCSA https://t.co/jD4…,88,0
673519790154055680,2015-12-06 15:10:06,"Goodbye India! Been a epic trip, thoroughly enjoyed myself and can't wait to be back! #ProteaFire #india Peace ✌🏼️ https://t.co/uiFtOzCFhA",303,1419
672602957184000002,2015-12-04 02:26:56,Some new tunes for the morning bus trip. Solid! @CarlCardinelli https://t.co/fcMYSQC85Z,25,214
672601716852842497,2015-12-04 02:22:00,@paologirardi82 @sportlover What happened????,4,12
672466267744296960,2015-12-03 17:23:46,RT @WordsTexts: https://t.co/LZtwkuWRaZ,2129,0
672072162107244544,2015-12-02 15:17:44,RT @TrevorKolk: Prince Harry visits a crime scene - a #rhino and her calf who were killed by poachers in Kruger National Park https://t.co/…,76,0
672000089120833536,2015-12-02 10:31:21,"Day off, just cruising round the mall
#skating #manual https://t.co/GXAKCXZIsG",23,126
671924851892879361,2015-12-02 05:32:23,"Armed with nothing but a smile, she robbed my heart
#india #streetbeggar https://t.co/HwgVDgAG14",65,248
671917029968896000,2015-12-02 05:01:18,RT @LAKietzmann: Bunker me up - hotel security #shitjustgotreal #incrediableindia @dalesteyn62 @CarlCardinelli https://t.co/Dkcw9RiRZk,9,0
671916880974622720,2015-12-02 05:00:42,RT @DavidMillerSA12: Handing out some new NB trainers this afternoon. A blessing to see their  happiness. @LIV_Village  #NBGivesBack https:…,77,0
671779044988358656,2015-12-01 19:53:00,10 000 sheep and zero sleep... #sheeeeet,50,181
671254793029988352,2015-11-30 09:09:48,RT @CarlCardinelli: Crossing paths with a tiger in the forest which inspired The Jungle Book #IncredibleIndia @DaleSteyn62 @LAKietzmann htt…,44,0
671202283745492992,2015-11-30 05:41:09,"HAPPY BDAY KEZ! 
Twenteen! Cause ur just not ready to be a adult yet... Love u little… https://t.co/6DVIXjrRrL",18,126
670937040142274560,2015-11-29 12:07:10,Oh fok. #sundaynoise https://t.co/TNYGarV6qi,19,179
670823185005154304,2015-11-29 04:34:45,"Monkey teaching baby a life lesson.
#taketheroadlesstravelled 
#monkeydontobeytherules 🐒 https://t.co/hPF1l6ACpW",31,164
670636196276514816,2015-11-28 16:11:43,RT @Kyle_Abbott87: Great morning out at the Pench Tiger Reserve thanks for organising @7polly7 #IncredibleIndia https://t.co/BFcJmyymy1,74,0
670608138186264576,2015-11-28 14:20:14,@dannicholl @FestOfBeer Make me sound like I'm a drunk Bud... Haha #goodjol,4,8
670547497740177408,2015-11-28 10:19:16,"Awesome Tiger safari this morning. Dead eye Dale spotted Mr Tiger hiding in the bush, he kindly… https://t.co/vKvSpLf8g4",46,221
669935971178315776,2015-11-26 17:49:16,RT @GarethWhittaker: I love the way Imran Tahir plays cricket for South Africa. He has such heart. Proper #ProteaFire,36,0
669576246754279424,2015-11-25 17:59:52,@SimonHarmerRSA @NeilManthorp All over it! Come on manners?!!! Even let u bat with a ironing board... #cantmissitprobablywill,6,21
669540891363643396,2015-11-25 15:39:22,"Thugs.
Well bowled today big bird! https://t.co/wrHF3tRUjc",33,226
669492070759792640,2015-11-25 12:25:22,"@NeilManthorp And even still, check how far back the keeper was.... Haha",8,25
669008320275963904,2015-11-24 04:23:07,"Crooks!!! Trip advisor has many complaints, shut them down!  https://t.co/ckaKFcaV7X",27,130
668840690621657088,2015-11-23 17:17:01,"@Roela52 TT... As in Toyota tax! Not Audi TT! Haha! And old Elenor, the best days!",5,11
668835523016847360,2015-11-23 16:56:29,"@THATAllenCovert need to make a trip up someday! Busy busy busy lately! Hope Alls well man, be great to catch up!",4,13
668835071839760386,2015-11-23 16:54:42,"So I'm listening to this, wonderful memories come to mind. #countingcrows https://t.co/F1BVG6hZgM",43,196
668720345558286336,2015-11-23 09:18:49,Harro u beaut! @paulharris12  https://t.co/U541xaJZNH,16,79
668715856252137473,2015-11-23 09:00:58,"Hot and humid bro! India.
Hope ur well that end!  https://t.co/hsZPp1FQEJ",27,133
668400732677107716,2015-11-22 12:08:47,"What did u do this Sunday? 
#tuktuk #incredubleindia https://t.co/lyeI5TBPe2",73,275
668007065709772800,2015-11-21 10:04:30,RT @RobWalter17: Thanks @SA_Havaianas_SA and @BrettSoulman for these beauties will have to wait for some sun in Jozi to unleash them! https…,8,0
667971495587549184,2015-11-21 07:43:09,RT @VincentBarnes50: Condolences to the family and friends of Raymond Van Schoor who died tragically after suffering a stroke on the cricke…,54,0
667971346203213824,2015-11-21 07:42:33,"RT @VDP_24: Sad news for the cricket family losing Raymond Van Schoor. My thoughts and prayers are with you family, friends and Namibian cr…",82,0
667573414912131073,2015-11-20 05:21:19,I wana slap @bjackoson so bad right now! #roadtorecovery sux https://t.co/5fYvzhPgjb,72,380
666920427139141633,2015-11-18 10:06:35,"Little boxing for fitness, beats the hell out of a treadmill! @faf1307 @wohza https://t.co/4G1gW3g8Kw",38,178
666645183098851328,2015-11-17 15:52:51,This guy was 1 scary bastard to face! Congrats on a gr8 career Bud! 1 of my favorite opponents! @MitchJohnson398 https://t.co/LY8HHlwNkA,1169,1899
666573771646439424,2015-11-17 11:09:06,"So rains stops play on the field, it doesn't stop the games in the change room! @faf1307 @wohza https://t.co/FJjJLSiUrA",70,260
666297086422355968,2015-11-16 16:49:39,"So before I tuck into bed I was thinking, what do YOU the followers wana see more of? Instagram vids, pics? Send me ur ideas, let's do this",58,279
666208905945452545,2015-11-16 10:59:15,Never skip leg day dale! Never!  https://t.co/rrKCzpbQiS,31,131
666094180930744320,2015-11-16 03:23:22,"RT @ExploreMikeHorn: The difference is not what we think, it's what we do!",107,0
665929665568083968,2015-11-15 16:29:39,Just starting to miss my kids a little now #mansbestfriend https://t.co/xALI5Vbj17,44,262
665523571255447552,2015-11-14 13:35:58,RT @GarethWhittaker: Nice piece in the NY Times. https://t.co/uo3WSYtJbp,3802,0
665523204123787264,2015-11-14 13:34:31,RT @RichardLevi88: Testing out the specially designed cricket specific lens by @oakley today at training before our… https://t.co/JQnuKubngS,6,0
665201029420482560,2015-11-13 16:14:18,RT @SethHulley: All the best @ABdeVilliers17 on your 100th test tomorrow - we @oakley are proud of your exceptional achievements - congrats…,25,0
665153244369301504,2015-11-13 13:04:26,"What can I say that hasn't been said already... Started out 1st class debuts together, few months… https://t.co/loyZTQbcZl",63,246
665013141172940800,2015-11-13 03:47:42,RT @WildconEvents: @DaleSteyn62 - thank you for sharing. The poachers responsible were disturbed and almost apprehended yesterday. Another …,18,0
664808111622877184,2015-11-12 14:13:00,"I'm part of a group that works closely with Rhinos in SA, This just happened a hour ago. When will the killing stop? https://t.co/fyKUCthqcj",487,722
664348116825473024,2015-11-11 07:45:08,"Checkout this cool video clip of our evening out in Mumbai 
https://t.co/qUqUkzBrBO
And Happy Diwali all! ✌🏼️",128,379
664077483956789249,2015-11-10 13:49:44,RT @OfficialCSA: Travel day from Mohali to Bengaluru. @DaleSteyn62 involved in some selfie action with fans.The looks on their faces! https…,108,0
663684963376611328,2015-11-09 11:50:00,"My sisters daughters
Two of the most beautiful souls I know, love u guys like crazy! Happy bday… https://t.co/tte3q45uzj",36,248
662455090213576704,2015-11-06 02:22:55,"I'm looking at the future of SA cricket! Remember this name people, you gana be seeing a lot of it!… https://t.co/acdYHwM0F8",101,351
661951537925586944,2015-11-04 17:01:59,"Hunting in pairs

#testmatchtime 
#chobe #fisheagle 
#proteas https://t.co/K7gpvSNsmH",25,135
661921382729543680,2015-11-04 15:02:10,"Controlled chaos... Just getting all my playing gear ready for 2moro! 
It's TEST match time!!!! #ProteaFire #excited https://t.co/pFu9on8tsg",119,534
661865516961677317,2015-11-04 11:20:10,RT @tweetkickstands: Back to the Seychelles we go! #Seychelles #travel #music https://t.co/sMrbuiHstf,8,0
661755144887885824,2015-11-04 04:01:36,Thanx Bud! #crazyeyes straight back at ya! 👀 https://t.co/arJyVKdtrZ,24,100
661605762070892544,2015-11-03 18:08:00,Thanx a mill! Will give him a shout https://t.co/Dc3mrjBHk7,11,73
661602942475182080,2015-11-03 17:56:48,"Anyone know who can help with Living Green Walls in Cape Town? 
Yes, it's plants growing inside ur house on the wall.",34,138
661527683931619328,2015-11-03 12:57:45,"Where were you 1 year ago today? 
I went to the Sydney Opera House, pretty magical I must say… https://t.co/JJm8DQkTwT",30,135
661501439072579584,2015-11-03 11:13:27,@AltCricket What's tinder... 😉,26,50
661501221212061697,2015-11-03 11:12:35,RT @BrendanTaylor86: Horrifying scenes as 60 elephants BEHEADED in savage mass slaughter in Cecil's park  https://t.co/wgJPgIwq3N and nothi…,93,0
661497305141370880,2015-11-03 10:57:02,RT @GregMinnaar: Honored to be a nominee for Sportsman of the year. Thanks Razzmatazz for putting on a great show @MbalulaFikile https://t.…,22,0
661496770082373632,2015-11-03 10:54:54,"Happy bday yes, #topman is very debatable...  https://t.co/K316vHFm9B",17,73
661092725500940288,2015-11-02 08:09:22,RT @vwsfires: Every year #fireworks start wildfires in @capetown! You can only light fireworks at these areas - https://t.co/C6MocTOkIZ … P…,52,0
660522426975981569,2015-10-31 18:23:13,"Well done to the #allblacks 
Humble in victory, machines on the rugby field! Great inspiration 
#bokkeurstillmynumber1",225,520
660447850556362753,2015-10-31 13:26:52,"Love a fancy dress... 
#halloween a few years back, scared the crap outa the kids in my estate! https://t.co/lOxii8Wyib",43,166
660049856916881408,2015-10-30 11:05:23,RT @jpduminy21: Proud of the opportunities the @JP21Project are providing for our young aspiring cricketers  @TheCapeArgus https://t.co/t9E…,67,0
659982164453277696,2015-10-30 06:36:24,RT @MarlonDuToit: The boys havin a great time on the Chobe! I was on the wrong damn boat!! @DaleSteyn62 @BrettSoulman #chobe https://t.co/Y…,14,0
659981887906013184,2015-10-30 06:35:18,Ahhh Nana... 😉 https://t.co/Dx6ECm85rF,44,213
659797837765480448,2015-10-29 18:23:57,RT @wardmark1023: Get behind @onelandloveit doing an amazing ride to raise funds for @SANParks #jointcustody @markb46 @DaleSteyn62,7,0
659794587142131712,2015-10-29 18:11:02,"So we bumped into this lady tonight, pretty well known in India... Nice to meet u Katrina https://t.co/88lP55l7gh",163,296
659681710641053696,2015-10-29 10:42:30,Having a good laugh with my best mates on a recent fishing trip. Good vibes. #tbt photo taken by a… https://t.co/BRu1j9RCeD,23,138
659641951470252032,2015-10-29 08:04:31,Couldn't be happier!  https://t.co/CtUO7Zn1RK,18,96
659381348507881472,2015-10-28 14:48:58,Real love. Missing this beautiful girl https://t.co/ujZogqH7M7,41,182
658954852140060672,2015-10-27 10:34:14,"So we visited the 2nd oldest church in Goa, still no idea why we didn't visit the oldest but thanx… https://t.co/Qy6leIetWV",76,298
658590689882574849,2015-10-26 10:27:11,RT @deanelgar: Thanks to @SunArmour for the goodies to beat the hot Indian sun. SPF 50 the way to go. https://t.co/gpLspSiFuy,19,0
658527130582515712,2015-10-26 06:14:37,"Special performance 
Special group of men
✌🏼️ https://t.co/ohKyaYOY8E",68,238
658524747852988416,2015-10-26 06:05:09,"@MarlonDuToit @RustyTheron 
Bahahaha! That's right bro, ur in! Now we just need space for @BrettSoulman and BRE... #groupies",3,7
658524204581523456,2015-10-26 06:02:59,Pleasure Bud! See u in a few days https://t.co/02UbtDDHhS,23,120
658496955429969920,2015-10-26 04:14:43,100% ordinary day... #nutter  https://t.co/wlnDXfEL8E,26,120
658410968788004864,2015-10-25 22:33:02,Going to bed now. Pretty stoked with today's performance. Peace,107,446
658166659505459200,2015-10-25 06:22:14,RT @fudgie11: Great effort by the @Springboks u guys played ur heart out and we salute u. #standstrong,58,0
658166472817029121,2015-10-25 06:21:29,RT @markb46: A loss is a loss &amp; the drawing board will be scribbled on... But u cannot question the passion and effort from every player! W…,82,0
657935799590125568,2015-10-24 15:04:53,@franblandy Boys are pumped in India!,8,21
657935329316343808,2015-10-24 15:03:01,Here we go! #bokke,80,188
657524974379335680,2015-10-23 11:52:24,"Hello Mumbai
Fond memories of this place, look forward to the next few days here again https://t.co/uFoWYIwOcG",141,522
657083855514370048,2015-10-22 06:39:33,"Together to the top! 
#tbt #switzerland #proteafire https://t.co/Fw9vPfogAc",33,120
656414899199954944,2015-10-20 10:21:22,Selfie. https://t.co/AmnKXCvuAM,29,142
656107092030328833,2015-10-19 13:58:15,"RT @thesportingedge: Champions enjoy the long and tortuous quest for Mastery - the more you learn, the more you realise you didn't know.",25,0
655596167246520320,2015-10-18 04:08:01,"The try.
Well done to the bokke last night, backing u boys all the way from India. #proteafire… https://t.co/zoCYmDeaAU",123,283
655399287245836288,2015-10-17 15:05:41,"@how_to_trade_sa Advice taken... U are now officially ""blocked"" 
#cheers",4,21
655368694705451008,2015-10-17 13:04:07,RT @fudgie11: Massive shoutout to the @Springboks today. Embrace the challenge. All behind u from rajkot. #india #proteas # @BryanHabana @j…,17,0
655368623213690881,2015-10-17 13:03:50,RT @Kyle_Abbott87: Getting behind our boys tonight!!! @DaleSteyn62 @mornemorkel65 @Springboks @CastleLagerSA  #SAvWAL http://t.co/3nm8vodGmF,40,0
655361036455841792,2015-10-17 12:33:41,Color sunblock in support of the boks tonight! Good Luck boys! #Springboks http://t.co/FosSYiSku5,115,359
655264608052191232,2015-10-17 06:10:31,"It's the weekend, get outside! 
#nature #friends #fishing #beach my favorites! https://t.co/mxCDjZgYZy",27,151
655063106482126848,2015-10-16 16:49:49,RT @CarlCardinelli: It's African Penguin Awareness Day. Walk like a penguin: Step 1 Drop pants round ankles. Step 2 Walk like a penguin. ht…,30,0
654673527430209538,2015-10-15 15:01:46,"Throwing it back to my skating days! Some pop on this f/s180! 
Good times ey bretbargiacchi5 https://t.co/qZNp7zfu1y",33,108
654642931328905216,2015-10-15 13:00:12,RT @CarlCardinelli: Joined Twitter - 2012. First Tweet - 2015. Here's to my 16 followers who stuck with me through thin and thin. You guys …,71,0
654625845890322432,2015-10-15 11:52:18,"RT @NewBalance_SA: Baby vs. @DaleSteyn62
Watch him try to keep up with a one and a half year-old #BabyvsDale #AlwaysInBeta http://t.co/oR4J…",39,0
654611925402185728,2015-10-15 10:56:59,"Travel days.
Day umm, maybe 9... I think... https://t.co/ck0SGmgtAm",21,119
654587361880227841,2015-10-15 09:19:23,"Zak ur a king Bud! Loved playing with and against u! Congrats on a marvelous career, always a favorite of mine!  https://t.co/8IbKguR718",666,1032
654586786182594560,2015-10-15 09:17:06,RT @wok84: check out @GavinMosesAdams and follow him on the #GrassrootsTour,3,0
654580706257932289,2015-10-15 08:52:56,"Would u jump? 
Taking my #icebucketchallenge last year to another level! Vic falls bridge bungee or… https://t.co/Bld3rwOJJn",28,116
654543788837199872,2015-10-15 06:26:14,Win or lose the support is always awesome! Epic little clip of our team bus arriving back to the… https://t.co/43G7Lqkd9A,81,271
653966012249849856,2015-10-13 16:10:22,RT @WOHZA: WIN a GoPro HERO4 Session on our instagram account with @instagram_SA! #HPSAbeahero https://t.co/QGIaSoCR2o http://t.co/u07jmhGk…,14,0
653916400931594240,2015-10-13 12:53:13,RT @NewBalance_SA: Are babies more active than top athletes? We challenged @DaleSteyn62 to find out #BabyvsDale #AlwaysInBeta http://t.co/z…,50,0
653915585642782720,2015-10-13 12:49:59,RT @SallyRundle: #GoPro #marketing #photos #video #blog #RSA #comment #advertising #share #project #marks ACTION IN ADVERTISING: http://t.c…,6,0
653908764194508801,2015-10-13 12:22:53,"Dave just getting some advice on the local facial hair trends...
#whosbradleywiggins https://t.co/Z2BuUrq5E1",34,122
653828618066378752,2015-10-13 07:04:24,"If u haven't seen it, go watch me trying to break a #GoPro at a recent training session. Tough little batter @WOHZA 
https://t.co/TyTExn2y10",60,175
653498109427712001,2015-10-12 09:11:05,@aptalakase The man is gana be a superstar! Pleasure to work with him,4,19
653496480192311296,2015-10-12 09:04:36,"I've shown you mine. Now, @ABdeVilliers17 show me yours…#Handglasses that is. #WorldSightDay #HelpTheWorldSee 😎 http://t.co/V8QvscbN7G",137,457
653473988463558656,2015-10-12 07:35:14,"Fantastic win yesterday and a huge congrats to this man, 100 Odis, from V-town to the top! @mornemorkel65 #truepro http://t.co/f2pz8q7f4H",158,741
653470840751714304,2015-10-12 07:22:43,"RT @DavidMillerSA12: Privilege playing with @mornemorkel65 and especially in his 100th ODI. Congrats big guy, many more to come.!  https://…",111,0
652803074285633536,2015-10-10 11:09:16,"RT @ESNonline: Team ESN Athletes - Coming to a city near you !!!
#DefyYourLimits #TeamESN #Roadshow

@JontyRhodes8 @DaleSteyn62 http://t.co…",9,0
652803008447705088,2015-10-10 11:09:00,"RT @NewBalance_SA: Is @DaleSteyn62 more athletic than a one and a half year old? #BabyvsDale
#AlwaysInBeta http://t.co/8zfYP8Ox0G",20,0
652422911907643396,2015-10-09 09:58:38,"RT @Sport24news: Watch what happens when the world's number one bowler tries to break a GoPro...

http://t.co/VwsVCEEKDv http://t.co/CZUSWt…",124,0
652420376123719680,2015-10-09 09:48:33,And more to come... Thanx Graeme  https://t.co/cQ3RgtCJYv,25,101
652405159977312256,2015-10-09 08:48:05,"Love doing this stuff! The team @WOHZA joined me for a training session, check this vid out! 
https://t.co/TyTExn2y10
@NewBalance_SA @GoPro",46,113
652020989040029696,2015-10-08 07:21:32,Thanx Bud! But I'll try my hand at cricket just a little longer... Haha  https://t.co/1GfMaleYmL,33,148
652010366071898112,2015-10-08 06:39:19,"Taking the jump! Devils pool at the mighty Victoria falls Zimbabwe/Zambia 
#tbt… https://t.co/bkdVGLsZab",39,120
651799393541099520,2015-10-07 16:40:59,RT @NBCricket: Are we born athletes? @DaleSteyn62 goes head-to-head with a toddler to find out. http://t.co/6REmcoTb4y #AlwaysInBeta @Offic…,21,0
651772492755824640,2015-10-07 14:54:06,RT @niravstoons: This Baby vs @DaleSteyn62 - inspiring and makes me want to get off my fat a&amp;$e ... https://t.co/4Fx966uBf9,14,0
651711731207532546,2015-10-07 10:52:39,And my quads have never been the same since... Haha! #followthatbabydale https://t.co/xFf4JAqlx9,28,135
651711242306908160,2015-10-07 10:50:43,RT @NewBalance_SA: Find out what happened when @dalesteyn62 tried a one and a half year old’s “exercise regieme”. #BabyvsDale http://t.co/8…,14,0
651710720246091776,2015-10-07 10:48:38,How's that for selfie skills ey Rob! @robfleming1  https://t.co/SXeBvXkfvU,20,105
651710520374853632,2015-10-07 10:47:50,"Enjoyed a little stroll through the Kolkata zoo! @albiemorkel lost his slop, it's urs if u can find them! Haha http://t.co/e6gXhgB1BI",74,359
651128094086983681,2015-10-05 20:13:29,"RT @KingJamesGroup: We tested the World's No.1 Fast Bowler @DaleSteyn62, to see if he could keep up with a one year old for the day. http:/…",15,0
650999935198982144,2015-10-05 11:44:14,"Off to India! 65+ days tour for me. Excited, sad, few emotions as I drove away from home this morning
#gametime http://t.co/S8OnDh5zxD",149,504
650723292446232576,2015-10-04 17:24:57,"The LEGEND!!! 
Thanx @kellyslater https://t.co/OrUuH8vtA7",20,112
650307144491900928,2015-10-03 13:51:20,RT @RoxyDavisSurf: Cruising down Hollywood Boulevard this week while in Cali for the US SUP Open and look who drives past ;) @Trevornoah ht…,18,0
649944938910715904,2015-10-02 13:52:03,Come on boys! #ProteaFire http://t.co/z1t3pO9bqv,198,588
649941252377604096,2015-10-02 13:37:24,Think that's exactly what I'll do right now...  https://t.co/V0G7587FBM,16,84
649919835619631104,2015-10-02 12:12:18,"New respect for all the moms and dads out there with young kids! I certainly met my match... @NewBalance_SA 
http://t.co/J2QizLkKjh",50,162
649551115906904065,2015-10-01 11:47:08,If u know where this in Claremont just go pick em up! Compliments of the awesome team @NewBalance_SA #freebie http://t.co/p6cDvxTVv2,42,213
649548024004374528,2015-10-01 11:34:51,Cape Town... Remember I mentioned a freebie...?,13,123
649538164164571136,2015-10-01 10:55:40,On par with a after a test match! https://t.co/sUg0j4GtdM,21,84
649528243700244480,2015-10-01 10:16:15,So we @NewBalance_SA @NBCricket did this little thing... You guys may enjoy it. http://t.co/J2QizLkKjh,60,140
649527800450412544,2015-10-01 10:14:29,RT @NewBalance_SA: Are babies more active than top athletes? Watch @DaleSteyn62 try to keep up with a one &amp; a half year old. #BabyvsDale ht…,33,0
